        COS-03USB温湿度记录仪2026/03/16 10:44-2026/03/30 10:45

        总记录条数:330
        导出时间2026-03-30 11:08:35

最高温度:37.0℃,最低温度:11.3℃,平均温度:20.0℃
最高湿度:85.0%,最低湿度:13.7%,平均湿度:48.9%

序号		温度(℃)	湿度(%)		日期

1		19.2		55.3		2026-03-16 10:44:58
2		19.8		49.9		2026-03-16 11:14:58
3		22.5		44.4		2026-03-23 15:15:05
4		24.4		35.0		2026-03-23 15:45:05
5		21.1		39.9		2026-03-23 16:15:05
6		27.7		31.8		2026-03-23 16:45:05
7		25.9		32.6		2026-03-23 17:15:05
8		23.1		36.3		2026-03-23 17:45:05
9		20.9		40.7		2026-03-23 18:15:05
10		19.2		44.0		2026-03-23 18:45:05
11		18.0		47.8		2026-03-23 19:15:05
12		17.3		51.4		2026-03-23 19:45:05
13		16.7		54.1		2026-03-23 20:15:05
14		16.3		56.5		2026-03-23 20:45:05
15		16.0		57.3		2026-03-23 21:15:05
16		16.0		56.7		2026-03-23 21:45:05
17		15.7		58.2		2026-03-23 22:15:05
18		15.7		61.7		2026-03-23 22:45:05
19		15.6		61.8		2026-03-23 23:15:05
20		15.4		61.2		2026-03-23 23:45:05
21		15.2		61.4		2026-03-24 00:15:05
22		15.0		63.2		2026-03-24 00:45:05
23		14.7		64.4		2026-03-24 01:15:05
24		13.9		67.6		2026-03-24 01:45:05
25		13.3		70.7		2026-03-24 02:15:05
26		13.1		73.9		2026-03-24 02:45:05
27		12.9		75.7		2026-03-24 03:15:05
28		12.4		77.3		2026-03-24 03:45:05
29		12.1		77.3		2026-03-24 04:15:05
30		12.1		78.4		2026-03-24 04:45:05
31		12.2		79.5		2026-03-24 05:15:05
32		12.8		75.7		2026-03-24 05:45:05
33		12.7		76.2		2026-03-24 06:15:05
34		12.3		75.6		2026-03-24 06:45:05
35		11.6		76.7		2026-03-24 07:15:05
36		11.5		77.1		2026-03-24 07:45:05
37		12.8		76.2		2026-03-24 08:15:05
38		17.7		60.9		2026-03-24 08:45:05
39		20.3		50.6		2026-03-24 09:15:05
40		21.1		47.7		2026-03-24 09:45:05
41		22.5		45.7		2026-03-24 10:15:05
42		24.2		38.5		2026-03-24 10:45:05
43		25.9		36.9		2026-03-24 11:15:05
44		25.8		34.5		2026-03-24 11:45:05
45		26.7		33.8		2026-03-24 12:15:05
46		29.2		29.4		2026-03-24 12:45:05
47		28.4		26.5		2026-03-24 13:15:05
48		28.3		27.9		2026-03-24 13:45:05
49		29.9		27.5		2026-03-24 14:15:05
50		30.6		25.1		2026-03-24 14:45:05
51		32.9		21.1		2026-03-24 15:15:05
52		32.4		20.9		2026-03-24 15:45:05
53		33.7		20.3		2026-03-24 16:15:05
54		33.4		19.7		2026-03-24 16:45:05
55		29.7		22.8		2026-03-24 17:15:05
56		26.3		26.8		2026-03-24 17:45:05
57		24.2		29.5		2026-03-24 18:15:05
58		22.8		32.5		2026-03-24 18:45:05
59		21.4		34.9		2026-03-24 19:15:05
60		20.3		37.9		2026-03-24 19:45:05
61		19.6		40.6		2026-03-24 20:15:05
62		18.9		46.4		2026-03-24 20:45:05
63		18.6		47.8		2026-03-24 21:15:05
64		18.4		48.6		2026-03-24 21:45:05
65		18.4		49.2		2026-03-24 22:15:05
66		18.0		51.9		2026-03-24 22:45:05
67		18.0		52.6		2026-03-24 23:15:05
68		17.6		55.1		2026-03-24 23:45:05
69		17.1		57.0		2026-03-25 00:15:05
70		17.4		56.2		2026-03-25 00:45:05
71		16.8		63.2		2026-03-25 01:15:05
72		15.9		66.9		2026-03-25 01:45:05
73		15.2		68.8		2026-03-25 02:15:05
74		15.0		70.7		2026-03-25 02:45:05
