时间,预测值,下限,上限
2026-03-30 11:00:00,58.42698642862668,53.42698642862668,63.42698642862668
2026-03-30 12:00:00,55.738357134474754,50.738357134474754,60.738357134474754
2026-03-30 13:00:00,56.447822073476885,51.447822073476885,61.447822073476885
2026-03-30 14:00:00,58.284946369911665,53.284946369911665,63.284946369911665
2026-03-30 15:00:00,65.65134895031981,60.651348950319814,70.65134895031981
2026-03-30 16:00:00,70.3295194051574,65.3295194051574,75.3295194051574
2026-03-30 17:00:00,70.77225573509489,65.77225573509489,75.77225573509489
2026-03-30 18:00:00,74.75839902895032,69.75839902895032,79.75839902895032
2026-03-30 19:00:00,78.68646038317165,73.68646038317165,83.68646038317165
2026-03-30 20:00:00,76.30597886878348,71.30597886878348,81.30597886878348
2026-03-30 21:00:00,74.57173753414331,69.57173753414331,79.57173753414331
2026-03-30 22:00:00,75.28665240434233,70.28665240434233,80.28665240434233
2026-03-30 23:00:00,76.18638698845567,71.18638698845567,81.18638698845567
2026-03-31 00:00:00,77.8684698703111,72.8684698703111,82.8684698703111
2026-03-31 01:00:00,81.38973065026771,76.38973065026771,86.38973065026771
2026-03-31 02:00:00,81.7230990029592,76.7230990029592,86.7230990029592
2026-03-31 03:00:00,82.05184580985585,77.05184580985585,87.05184580985585
2026-03-31 04:00:00,82.71546189114628,77.71546189114628,87.71546189114628
2026-03-31 05:00:00,82.09871958429062,77.09871958429062,87.09871958429062
2026-03-31 06:00:00,80.32029718282608,75.32029718282608,85.32029718282608
2026-03-31 07:00:00,74.57515301076677,69.57515301076677,79.57515301076677
2026-03-31 08:00:00,67.3294034368658,62.3294034368658,72.3294034368658
2026-03-31 09:00:00,64.39567943768539,59.39567943768539,69.39567943768539
2026-03-31 10:00:00,62.13627687727975,57.13627687727975,67.13627687727976
2026-03-31 11:00:00,58.91464535259594,53.91464535259594,63.91464535259594
2026-03-31 12:00:00,58.37993245913668,53.37993245913668,63.37993245913668
2026-03-31 13:00:00,60.62631889167752,55.62631889167752,65.62631889167753
2026-03-31 14:00:00,63.1845314357182,58.1845314357182,68.1845314357182
2026-03-31 15:00:00,65.12350910496092,60.12350910496092,70.12350910496092
2026-03-31 16:00:00,66.6040506223758,61.604050622375794,71.6040506223758
2026-03-31 17:00:00,69.08843748576132,64.08843748576132,74.08843748576132
2026-03-31 18:00:00,71.48866780641582,66.48866780641582,76.48866780641582
2026-03-31 19:00:00,72.16810974632106,67.16810974632106,77.16810974632106
2026-03-31 20:00:00,71.97154755215244,66.97154755215244,76.97154755215244
2026-03-31 21:00:00,72.95108299128655,67.95108299128655,77.95108299128655
2026-03-31 22:00:00,74.15940135579305,69.15940135579305,79.15940135579305
2026-03-31 23:00:00,75.46152802825335,70.46152802825335,80.46152802825335
2026-04-01 00:00:00,77.5016969737148,72.5016969737148,82.5016969737148
2026-04-01 01:00:00,78.84213132671246,73.84213132671246,83.84213132671246
2026-04-01 02:00:00,79.10426350315667,74.10426350315667,84.10426350315667
2026-04-01 03:00:00,79.24836754062135,74.24836754062135,84.24836754062135
2026-04-01 04:00:00,78.68783059545828,73.68783059545828,83.68783059545828
